80," 	-166,883,616 "," 	26,326,438 ",, 	-   ," 	-209,063,997 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
81," 	-209,063,997 "," 	27,906,024 ",, 	-   ," 	-256,831,101 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
82," 	-256,831,101 "," 	29,580,386 ",, 	-   ," 	-310,810,442 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
83," 	-310,810,442 "," 	31,355,209 ",, 	-   ," 	-371,692,643 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
84," 	-371,692,643 "," 	33,236,522 ",, 	-   ," 	-440,239,966 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
85," 	-440,239,966 "," 	35,230,713 ",, 	-   ," 	-517,293,475 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
86," 	-517,293,475 "," 	37,344,556 ",, 	-   ," 	-603,780,911 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
87," 	-603,780,911 "," 	39,585,229 ",, 	-   ," 	-700,725,327 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
88," 	-700,725,327 "," 	41,960,343 ",, 	-   ," 	-809,254,576 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
89," 	-809,254,576 "," 	44,477,963 ",, 	-   ," 	-930,611,724 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
90," 	-930,611,724 "," 	47,146,641 ",, 	-   ," 	-1,066,166,478 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
91," 	-1,066,166,478 "," 	49,975,440 ",, 	-   ," 	-1,217,427,733 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
92," 	-1,217,427,733 "," 	52,973,966 ",, 	-   ," 	-1,386,057,334 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
93," 	-1,386,057,334 "," 	56,152,404 ",, 	-   ," 	-1,573,885,185 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
94," 	-1,573,885,185 "," 	59,521,548 ",, 	-   ," 	-1,782,925,826 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
95," 	-1,782,925,826 "," 	63,092,841 ",, 	-   ," 	-2,015,396,620 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
96," 	-2,015,396,620 "," 	66,878,412 ",, 	-   ," 	-2,273,737,710 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
97," 	-2,273,737,710 "," 	70,891,116 ",, 	-   ," 	-2,560,633,909 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
98," 	-2,560,633,909 "," 	75,144,583 ",, 	-   ," 	-2,879,038,714 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
99," 	-2,879,038,714 "," 	79,653,258 ",, 	-   ," 	-3,232,200,650 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
100," 	-3,232,200,650 ", 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
101, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
102, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
103, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
104, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
105, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
106, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
107, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
108, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
109, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,

20-30,,,,
Years,20-30,30-40,40+,
Mutual Fund,,,,
Largecap,40%,50%,60%,
Midcap,30%,30%,30%,
Smallcap,30%,20%,10%,
